"","OBJECTID","Status","BaumGattun","xtf_id","BaumArtLat","Kategorie","Pflanzjahr","Baumtyp","Quartier","Strasse","BaumNameLa","Baumnummer","POI_ID","BaumNameDe","Baumtyptex","Genauigkei","geometry"
"47536",47536,"Grünanlage","Fagus","47535","sylvatica","Parkbaum","1900","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Fagus sylvatica","WD-6749","bm_47535","Rotbuche","nicht zugeordnet","Bildschirmeingabe",c(2680846.15008545, 1247565.25012207)
"47537",47537,"Grünanlage","Fagus","47536","sylvatica","Parkbaum","1900","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Fagus sylvatica","WD-6750","bm_47536","Rotbuche","nicht zugeordnet","Bildschirmeingabe",c(2680845.16009521, 1247548.68011475)
"47538",47538,"Grünanlage","Cercis","47537","siliquastrum","Parkbaum","1900","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Cercis siliquastrum","WD-6751","bm_47537","Gewöhnlicher Judasbaum","nicht zugeordnet","Bildschirmeingabe",c(2680823.25012207, 1247571.31011963)
"47539",47539,"Grünanlage","Picea","47538","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6754","bm_47538","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680803.83007812, 1247586.41009522)
"47540",47540,"Grünanlage","Picea","47539","abies","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies 'Inversa'","WD-6755","bm_47539","Schleppen-Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680809.33007812, 1247582.2600708)
"47541",47541,"Grünanlage","Aesculus","47540","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6756","bm_47540","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680806.80010986, 1247599.40008545)
"47542",47542,"Grünanlage","Aesculus","47541","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6757","bm_47541","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680803.72009277, 1247596.00012207)
"47543",47543,"Grünanlage","Aesculus","47542","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6758","bm_47542","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680800.47009277, 1247592.5401001)
"47544",47544,"Grünanlage","Aesculus","47543","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6759","bm_47543","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680797.25012207, 1247589.11010742)
"47545",47545,"Grünanlage","Aesculus","47544","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6760","bm_47544","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680793.0100708, 1247612.35009766)
"47546",47546,"Grünanlage","Aesculus","47545","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6761","bm_47545","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680789.55010986, 1247608.77008056)
"47547",47547,"Grünanlage","Aesculus","47546","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6762","bm_47546","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680785.9901123, 1247604.98010254)
"47548",47548,"Grünanlage","Aesculus","47547","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6763","bm_47547","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680782.50012207, 1247601.2600708)
"47549",47549,"Grünanlage","Picea","47548","pungens","Parkbaum","1950","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea pungens 'f. glauca'","WD-6764","bm_47548","Blau-Fichte,Stech-Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680777.2600708, 1247604.63012695)
"47550",47550,"Grünanlage","Betula","47549","pendula","Parkbaum","1980","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-6765","bm_47549","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680786.55010986, 1247622.92010498)
"47551",47551,"Grünanlage","Chamaecyparis","47550","lawsoniana","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis lawsoniana","WD-6766","bm_47550","Lawsons Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680803.87011719, 1247624.83007813)
"47552",47552,"Grünanlage","Picea","47551","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6794","bm_47551","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680780.65008545, 1247679.95007324)
"47553",47553,"Grünanlage","Chamaecyparis","47552","lawsoniana","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis lawsoniana","WD-6795","bm_47552","Lawsons Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680782.00012207, 1247681.70007325)
"47554",47554,"Grünanlage","Picea","47553","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6796","bm_47553","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680790.32012939, 1247691.30010986)
"47555",47555,"Grünanlage","Chamaecyparis","47554","lawsoniana","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis lawsoniana","WD-6797","bm_47554","Lawsons Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680788.97009277, 1247689.9901123)
"47556",47556,"Grünanlage","Picea","47555","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6798","bm_47555","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680793.23010254, 1247690.7901001)
"47557",47557,"Grünanlage","Taxus","47556","baccata","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Taxus baccata","WD-6799","bm_47556","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680802.60009766, 1247682.41009521)
"47558",47558,"Grünanlage","Ilex","47557","aquifolium","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Ilex aquifolium","WD-6800","bm_47557","Stechpalme","nicht zugeordnet","Bildschirmeingabe",c(2680804.39007568, 1247679.7901001)
"47559",47559,"Grünanlage","Ilex","47558","aquifolium","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Ilex aquifolium","WD-6801","bm_47558","Stechpalme","nicht zugeordnet","Bildschirmeingabe",c(2680809.30010986, 1247678.5701294)
"47560",47560,"Grünanlage","Quercus","47559","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6802","bm_47559","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680746.84008789, 1247620.63012695)
"47561",47561,"Grünanlage","Quercus","47560","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6803","bm_47560","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680751.83007812, 1247616.40008545)
"47562",47562,"Grünanlage","Tetradium","47561","daniellii","Parkbaum","2013","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Tetradium daniellii","WD-6804","bm_47561","Stinkesche","nicht zugeordnet","Bildschirmeingabe",c(2680730.57012939, 1247643.84008789)
"47563",47563,"Grünanlage","Quercus","47562","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6805","bm_47562","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680730.7600708, 1247625.98010254)
"47564",47564,"Grünanlage","Quercus","47563","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6806","bm_47563","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680717.98010254, 1247631.7901001)
"47565",47565,"Grünanlage","Quercus","47564","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6807","bm_47564","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680698.21008301, 1247641.24011231)
"47566",47566,"Grünanlage","Quercus","47565","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6808","bm_47565","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680685.77008057, 1247645.57012939)
"47567",47567,"Grünanlage","Quercus","47566","robur","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6809","bm_47566","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680677.48010254, 1247650.42010498)
"47568",47568,"Grünanlage","Quercus","47567","robur","Parkbaum","1950","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-6810","bm_47567","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680669.63012695, 1247652.83007812)
"47569",47569,"Grünanlage","Liquidambar","47568","styraciflua","Parkbaum","1970","3","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Liquidambar styraciflua","WD-6811","bm_47568","Amberbaum","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680700.92010498, 1247647.43011475)
"47570",47570,"Grünanlage","Liquidambar","47569","styraciflua","Parkbaum","1970","3","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Liquidambar styraciflua","WD-6812","bm_47569","Amberbaum","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680696.36010742, 1247652.97009277)
"47571",47571,"Grünanlage","Liquidambar","47570","styraciflua","Parkbaum","1970","3","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Liquidambar styraciflua","WD-6813","bm_47570","Amberbaum","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680705.58007812, 1247652.06011963)
"47572",47572,"Grünanlage","Carpinus","47571","betulus","Parkbaum","1960","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Carpinus betulus","WD-6814","bm_47571","Gemeine Hain- oder Weissbuche","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680703.34008789, 1247661.48010254)
"47573",47573,"Grünanlage","Carpinus","47572","betulus","Parkbaum","1990","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Carpinus betulus","WD-6815","bm_47572","Gemeine Hain- oder Weissbuche","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680699.14007568, 1247673.83007813)
"47574",47574,"Grünanlage","Carpinus","47573","betulus","Parkbaum","1990","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Carpinus betulus","WD-6816","bm_47573","Gemeine Hain- oder Weissbuche","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680714.42010498, 1247661.05010986)
"47575",47575,"Grünanlage","Acer","47574","palmatum","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Acer palmatum 'Atropurpureum'","WD-6817","bm_47574","Fächer-Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680720.93011475, 1247667.00012207)
"47576",47576,"Grünanlage","Acer","47575","pseudoplatanus","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Acer pseudoplatanus","WD-6818","bm_47575","Berg-Ahorn, Wald-Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680662.10009766, 1247660.13012696)
"47577",47577,"Grünanlage","Betula","47576","pendula","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula 'Youngii'","WD-6564","bm_47576","Sand-Birke, Weiss-Birke","nicht zugeordnet","Bildschirmeingabe",c(2680944.28009033, 1247625.65008545)
"47578",47578,"Grünanlage","Picea","47577","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6565","bm_47577","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680948.5401001, 1247621.93011475)
"47579",47579,"Grünanlage","Picea","47578","pungens","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea pungens 'f. glauca'","WD-6566","bm_47578","Blau-Fichte,Stech-Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680953.71008301, 1247629.5100708)
"47580",47580,"Grünanlage","Chamaecyparis","47579","lawsoniana","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis lawsoniana","WD-6567","bm_47579","Lawsons Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680966.00012207, 1247620.62011719)
"47581",47581,"Grünanlage","Chamaecyparis","47580","lawsoniana","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis lawsoniana","WD-6568","bm_47580","Lawsons Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680966.40008545, 1247621.49011231)
"47582",47582,"Grünanlage","Betula","47581","pendula","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula 'Youngii'","WD-6569","bm_47581","Sand-Birke, Weiss-Birke","nicht zugeordnet","Bildschirmeingabe",c(2680966.47009277, 1247608.96008301)
"47583",47583,"Grünanlage","Picea","47582","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6570","bm_47582","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680935.58007812, 1247607.95007324)
"47584",47584,"Grünanlage","Picea","47583","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6571","bm_47583","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680933.7401123, 1247603.00012207)
"47585",47585,"Grünanlage","Picea","47584","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6572","bm_47584","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680933.85009766, 1247605.62011719)
"47586",47586,"Grünanlage","Betula","47585","pendula","Parkbaum","1960","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-6573","bm_47585","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680922.45007324, 1247588.90008545)
"47587",47587,"Grünanlage","Picea","47586","omorika","Parkbaum","1985","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea omorika","WD-6574","bm_47586","Serbische Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680927.37011719, 1247615.72009277)
"47588",47588,"Grünanlage","Picea","47587","omorika","Parkbaum","1985","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea omorika","WD-6575","bm_47587","Serbische Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680931.27008057, 1247614.34008789)
"47589",47589,"Grünanlage","Taxus","47588","baccata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Taxus baccata","WD-6576","bm_47588","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680920.81011963, 1247621.77008056)
"47590",47590,"Grünanlage","Betula","47589","pendula","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula 'Youngii'","WD-6577","bm_47589","Sand-Birke, Weiss-Birke","nicht zugeordnet","Bildschirmeingabe",c(2680915.75012207, 1247629.59008789)
"47591",47591,"Grünanlage","Picea","47590","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6578","bm_47590","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680911.84008789, 1247630.63012695)
"47592",47592,"Grünanlage","Picea","47591","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6579","bm_47591","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680909.58007812, 1247628.97009278)
"47593",47593,"Grünanlage","Metasequoia","47592","glyptostroboides","Parkbaum","1930","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Metasequoia glyptostroboides","WD-6580","bm_47592","Urwelt-Mammutbaum","nicht zugeordnet","Bildschirmeingabe",c(2680894.63012695, 1247631.05010986)
"47594",47594,"Grünanlage","Pinus","47593","parviflora","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus parviflora","WD-6581","bm_47593","Mädchen-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680901.00012207, 1247640.53009033)
"47595",47595,"Grünanlage","Chamaecyparis","47594","lawsoniana","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis lawsoniana","WD-6582","bm_47594","Lawsons Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680897.9901123, 1247643.74011231)
"47596",47596,"Grünanlage","Picea","47595","pungens","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea pungens 'f. glauca'","WD-6583","bm_47595","Blau-Fichte,Stech-Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680885.71008301, 1247634.34008789)
"47597",47597,"Grünanlage","Fagus","47596","sylvatica","Parkbaum","1900","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Fagus sylvatica 'Atropunicea'","WD-6584","bm_47596","Blut-Buche (var. purpurea)","nicht zugeordnet","Bildschirmeingabe",c(2680873.55010986, 1247637.43011475)
"47598",47598,"Grünanlage","Taxus","47597","baccata","Parkbaum","1985","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Taxus baccata","WD-6585","bm_47597","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680857.9901123, 1247634.15008545)
"47599",47599,"Grünanlage","Cedrus","47598","libani","Parkbaum","1900","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Cedrus libani 'ssp. atlantica'","WD-6586","bm_47598","Atlas-Zeder","nicht zugeordnet","Bildschirmeingabe",c(2680847.45007324, 1247633.2901001)
"47600",47600,"Grünanlage","Betula","47599","pendula","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula 'Youngii'","WD-6587","bm_47599","Sand-Birke, Weiss-Birke","nicht zugeordnet","Bildschirmeingabe",c(2680858.42010498, 1247654.44012451)
"47601",47601,"Grünanlage","Chamaecyparis","47600","obtusa","Parkbaum","1940","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Chamaecyparis obtusa","WD-6588","bm_47600","Hinoki-Scheinzypresse","nicht zugeordnet","Bildschirmeingabe",c(2680844.96008301, 1247671.37011718)
"47602",47602,"Grünanlage","Aesculus","47601","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6615","bm_47601","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680823.55010986, 1247723.98010254)
"47603",47603,"Grünanlage","Aesculus","47602","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6616","bm_47602","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680839.0401001, 1247718.88012695)
"47604",47604,"Grünanlage","Aesculus","47603","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6617","bm_47603","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680834.12011719, 1247713.92010498)
"47605",47605,"Grünanlage","Aesculus","47604","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6618","bm_47604","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680844.00012207, 1247714.14007568)
"47606",47606,"Grünanlage","Aesculus","47605","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6619","bm_47605","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680839.08007812, 1247708.89007569)
"47607",47607,"Grünanlage","Aesculus","47606","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6620","bm_47606","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680849.21008301, 1247708.97009277)
"47608",47608,"Grünanlage","Aesculus","47607","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6621","bm_47607","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680844.22009277, 1247703.87011719)
"47609",47609,"Grünanlage","Aesculus","47608","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6622","bm_47608","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680854.31011963, 1247704.38012695)
"47610",47610,"Grünanlage","Aesculus","47609","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6623","bm_47609","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680849.46008301, 1247699.06011963)
"47611",47611,"Grünanlage","Aesculus","47610","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6624","bm_47610","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680859.63012695, 1247699.35009766)
"47612",47612,"Grünanlage","Aesculus","47611","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6625","bm_47611","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680854.4901123, 1247694.39007568)
"47613",47613,"Grünanlage","Aesculus","47612","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6626","bm_47612","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680890.61010742, 1247669.68011474)
